sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Ladina/Mestiza,ethnicity_Maya,ethnicity_Xinca,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2
1.473974,Maya,middle,-44826,519,27,0,1,0,0,0,1,0,0,3.0,4.4219219999999995,0.0,8.490158450707743e-05,-0.0
1.473974,Maya,richer,30376,519,27,0,1,0,0,0,0,1,0,4.0,5.895896,0.0,0.00022992376856899367,0.0
1.473974,Maya,middle,-33641,519,27,0,1,0,0,0,1,0,0,3.0,4.4219219999999995,0.0,8.490158450707743e-05,-0.0
1.473974,Maya,richer,82020,519,27,0,1,0,0,0,0,1,0,4.0,5.895896,0.0,0.00022992376856899367,0.0
1.473974,Maya,richer,82020,519,27,0,1,0,0,0,0,1,0,4.0,5.895896,0.0,0.00022992376856899367,0.0
1.473974,Maya,poorer,-92899,519,27,0,1,0,0,1,0,0,0,2.0,2.947948,-0.0,-6.012059955483882e-05,-0.0
1.473974,Maya,richer,17203,519,27,0,1,0,0,0,0,1,0,4.0,5.895896,0.0,0.00022992376856899367,0.0
1.473974,Maya,richer,17203,519,27,0,1,0,0,0,0,1,0,4.0,5.895896,0.0,0.00022992376856899367,0.0
1.473974,Maya,middle,-39786,519,27,0,1,0,0,0,1,0,0,3.0,4.4219219999999995,0.0,8.490158450707743e-05,-0.0
1.473974,Maya,poorer,-96844,519,27,0,1,0,0,1,0,0,0,2.0,2.947948,-0.0,-6.012059955483882e-05,-0.0
1.473974,Maya,middle,-24292,519,27,0,1,0,0,0,1,0,0,3.0,4.4219219999999995,0.0,8.490158450707743e-05,-0.0
1.85641,Maya,poorer,-67509,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorer,-103298,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,richer,13491,520,26,0,1,0,0,0,0,1,0,4.0,7.42564,0.0,0.0002895795877058656,0.0
1.85641,Maya,middle,-13896,520,26,0,1,0,0,0,1,0,0,3.0,5.569229999999999,0.0,0.0001069300750859809,-0.0
1.85641,Ladina/Mestiza,middle,-13896,520,26,1,0,0,0,0,1,0,0,3.0,5.569229999999999,0.0,0.0,-7.1772641573094e-05
1.85641,Maya,middle,-5228,520,26,0,1,0,0,0,1,0,0,3.0,5.569229999999999,0.0,0.0001069300750859809,-0.0
1.85641,Maya,poorer,-59343,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorer,-59343,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorest,-123406,520,26,0,1,0,1,0,0,0,0,1.0,1.85641,-0.0,-0.0002583689501537885,-0.0
1.85641,Maya,poorest,-123406,520,26,0,1,0,1,0,0,0,0,1.0,1.85641,-0.0,-0.0002583689501537885,-0.0
1.85641,Maya,poorest,-123406,520,26,0,1,0,1,0,0,0,0,1.0,1.85641,-0.0,-0.0002583689501537885,-0.0
1.85641,Maya,poorest,-123406,520,26,0,1,0,1,0,0,0,0,1.0,1.85641,-0.0,-0.0002583689501537885,-0.0
1.85641,Maya,poorer,-102007,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,middle,-15883,520,26,0,1,0,0,0,1,0,0,3.0,5.569229999999999,0.0,0.0001069300750859809,-0.0
1.85641,Maya,poorer,-55845,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorer,-55845,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorer,-55845,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,richer,23099,520,26,0,1,0,0,0,0,1,0,4.0,7.42564,0.0,0.0002895795877058656,0.0
1.85641,Maya,richer,23099,520,26,0,1,0,0,0,0,1,0,4.0,7.42564,0.0,0.0002895795877058656,0.0
1.85641,Maya,poorest,-105180,520,26,0,1,0,1,0,0,0,0,1.0,1.85641,-0.0,-0.0002583689501537885,-0.0
1.85641,Maya,richer,83004,520,26,0,1,0,0,0,0,1,0,4.0,7.42564,0.0,0.0002895795877058656,0.0
1.85641,Maya,poorest,-162923,520,26,0,1,0,1,0,0,0,0,1.0,1.85641,-0.0,-0.0002583689501537885,-0.0
1.85641,Maya,poorest,-162923,520,26,0,1,0,1,0,0,0,0,1.0,1.85641,-0.0,-0.0002583689501537885,-0.0
1.85641,Maya,richer,24404,520,26,0,1,0,0,0,0,1,0,4.0,7.42564,0.0,0.0002895795877058656,0.0
1.85641,Ladina/Mestiza,richer,24404,520,26,1,0,0,0,0,0,1,0,4.0,7.42564,0.0,0.0,4.768028065984088e-05
1.85641,Maya,poorer,-57868,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorer,-57868,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorer,-57868,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorer,-57868,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorer,-77611,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorer,-72712,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorer,-72712,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,richer,10855,520,26,0,1,0,0,0,0,1,0,4.0,7.42564,0.0,0.0002895795877058656,0.0
1.85641,Maya,middle,-4181,520,26,0,1,0,0,0,1,0,0,3.0,5.569229999999999,0.0,0.0001069300750859809,-0.0
1.85641,Maya,middle,-4181,520,26,0,1,0,0,0,1,0,0,3.0,5.569229999999999,0.0,0.0001069300750859809,-0.0
1.85641,Maya,middle,-4181,520,26,0,1,0,0,0,1,0,0,3.0,5.569229999999999,0.0,0.0001069300750859809,-0.0
1.85641,Maya,poorer,-53045,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorer,-53045,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.85641,Maya,poorer,-53045,520,26,0,1,0,0,1,0,0,0,2.0,3.71282,-0.0,-7.57194375339038e-05,-0.0
1.575656,Maya,poorest,-148074,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorer,-95499,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-95499,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-95499,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorest,-147465,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorest,-147465,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorest,-109581,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorest,-109581,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorest,-121961,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorer,-58852,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-58852,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-58852,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorest,-144636,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorer,-76695,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-76695,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-76695,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-89381,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorest,-116336,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorer,-52703,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-86113,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-86113,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-84500,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-67220,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-67220,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-67220,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-67220,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,middle,-41812,521,27,0,1,0,0,0,1,0,0,3.0,4.726967999999999,0.0,9.075851476218957e-05,-0.0
1.575656,Maya,poorer,-61711,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorest,-104611,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorest,-104611,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorest,-133997,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorest,-153251,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorest,-147527,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorest,-147527,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorer,-61251,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorer,-64205,521,27,0,1,0,0,1,0,0,0,2.0,3.151312,-0.0,-6.426801518356437e-05,-0.0
1.575656,Maya,poorest,-121530,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.575656,Maya,poorest,-148836,521,27,0,1,0,1,0,0,0,0,1.0,1.575656,-0.0,-0.00021929454512931832,-0.0
1.570551,Maya,poorest,-149560,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorer,-95231,522,27,0,1,0,0,1,0,0,0,2.0,3.141102,-0.0,-6.405979193082894e-05,-0.0
1.570551,Maya,poorest,-136989,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorest,-141715,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorest,-141715,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorer,-91588,522,27,0,1,0,0,1,0,0,0,2.0,3.141102,-0.0,-6.405979193082894e-05,-0.0
1.570551,Maya,poorest,-111849,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorer,-101805,522,27,0,1,0,0,1,0,0,0,2.0,3.141102,-0.0,-6.405979193082894e-05,-0.0
1.570551,Maya,poorest,-155116,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorer,-90203,522,27,0,1,0,0,1,0,0,0,2.0,3.141102,-0.0,-6.405979193082894e-05,-0.0
1.570551,Maya,poorer,-90203,522,27,0,1,0,0,1,0,0,0,2.0,3.141102,-0.0,-6.405979193082894e-05,-0.0
1.570551,Maya,poorest,-109242,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorest,-109242,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorest,-132756,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorer,-67163,522,27,0,1,0,0,1,0,0,0,2.0,3.141102,-0.0,-6.405979193082894e-05,-0.0
1.570551,Maya,poorest,-121716,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorest,-121716,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorer,-100347,522,27,0,1,0,0,1,0,0,0,2.0,3.141102,-0.0,-6.405979193082894e-05,-0.0
1.570551,Maya,poorest,-129138,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorest,-140829,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorest,-140829,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorest,-132483,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorer,-67760,522,27,0,1,0,0,1,0,0,0,2.0,3.141102,-0.0,-6.405979193082894e-05,-0.0
1.570551,Maya,poorer,-67760,522,27,0,1,0,0,1,0,0,0,2.0,3.141102,-0.0,-6.405979193082894e-05,-0.0
1.570551,Maya,poorer,-91907,522,27,0,1,0,0,1,0,0,0,2.0,3.141102,-0.0,-6.405979193082894e-05,-0.0
1.570551,Maya,poorest,-144843,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorest,-144843,522,27,0,1,0,1,0,0,0,0,1.0,1.570551,-0.0,-0.00021858404826142003,-0.0
1.570551,Maya,poorer,-103255,522,27,0,1,0,0,1,0,0,0,2.0,3.141102,-0.0,-6.405979193082894e-05,-0.0
1.570551,Maya,poorer,-103255,522,27,0,1,0,0,1,0,0,0,2.0,3.141102,-0.0,-6.405979193082894e-05,-0.0
1.127777,Ladina/Mestiza,richer,15393,523,27,1,0,0,0,0,0,1,0,4.0,4.511108,0.0,0.0,2.8965974047604447e-05
1.127777,Maya,middle,-48804,523,27,0,1,0,0,0,1,0,0,3.0,3.383331,0.0,6.496047709840083e-05,-0.0
1.127777,Ladina/Mestiza,middle,-29276,523,27,1,0,0,0,0,1,0,0,3.0,3.383331,0.0,0.0,-4.3602186152509e-05
1.127777,Ladina/Mestiza,poorer,-91962,523,27,1,0,0,0,1,0,0,0,2.0,2.255554,-0.0,-0.0,-0.00011617034635262245
1.127777,Ladina/Mestiza,poorer,-91962,523,27,1,0,0,0,1,0,0,0,2.0,2.255554,-0.0,-0.0,-0.00011617034635262245
1.127777,Ladina/Mestiza,poorest,-113572,523,27,1,0,0,1,0,0,0,0,1.0,1.127777,-0.0,-0.0,-0.0001887385065527359
1.127777,Ladina/Mestiza,poorest,-113572,523,27,1,0,0,1,0,0,0,0,1.0,1.127777,-0.0,-0.0,-0.0001887385065527359
1.127777,Ladina/Mestiza,richer,23133,523,27,1,0,0,0,0,0,1,0,4.0,4.511108,0.0,0.0,2.8965974047604447e-05
1.127777,Maya,poorest,-136810,523,27,0,1,0,1,0,0,0,0,1.0,1.127777,-0.0,-0.00015696024019348588,-0.0
1.127777,Ladina/Mestiza,middle,-16575,523,27,1,0,0,0,0,1,0,0,3.0,3.383331,0.0,0.0,-4.3602186152509e-05
1.127777,Ladina/Mestiza,richer,5905,523,27,1,0,0,0,0,0,1,0,4.0,4.511108,0.0,0.0,2.8965974047604447e-05
1.127777,Maya,poorer,-91991,523,27,0,1,0,0,1,0,0,0,2.0,2.255554,-0.0,-4.5999881547542536e-05,-0.0
1.127777,Maya,poorer,-91991,523,27,0,1,0,0,1,0,0,0,2.0,2.255554,-0.0,-4.5999881547542536e-05,-0.0
1.127777,Ladina/Mestiza,poorer,-91991,523,27,1,0,0,0,1,0,0,0,2.0,2.255554,-0.0,-0.0,-0.00011617034635262245
1.127777,Ladina/Mestiza,middle,-44054,523,27,1,0,0,0,0,1,0,0,3.0,3.383331,0.0,0.0,-4.3602186152509e-05
1.127777,Maya,middle,-42827,523,27,0,1,0,0,0,1,0,0,3.0,3.383331,0.0,6.496047709840083e-05,-0.0
1.127777,Maya,middle,-17986,523,27,0,1,0,0,0,1,0,0,3.0,3.383331,0.0,6.496047709840083e-05,-0.0
1.127777,Ladina/Mestiza,middle,-30934,523,27,1,0,0,0,0,1,0,0,3.0,3.383331,0.0,0.0,-4.3602186152509e-05
1.127777,Maya,poorest,-133925,523,27,0,1,0,1,0,0,0,0,1.0,1.127777,-0.0,-0.00015696024019348588,-0.0
1.127777,Maya,poorest,-139857,523,27,0,1,0,1,0,0,0,0,1.0,1.127777,-0.0,-0.00015696024019348588,-0.0
1.127777,Ladina/Mestiza,poorest,-139857,523,27,1,0,0,1,0,0,0,0,1.0,1.127777,-0.0,-0.0,-0.0001887385065527359
1.127777,Ladina/Mestiza,poorest,-122299,523,27,1,0,0,1,0,0,0,0,1.0,1.127777,-0.0,-0.0,-0.0001887385065527359
1.127777,Ladina/Mestiza,richer,30808,523,27,1,0,0,0,0,0,1,0,4.0,4.511108,0.0,0.0,2.8965974047604447e-05
1.127777,Ladina/Mestiza,richer,30808,523,27,1,0,0,0,0,0,1,0,4.0,4.511108,0.0,0.0,2.8965974047604447e-05
1.127777,Maya,middle,5284,523,27,0,1,0,0,0,1,0,0,3.0,3.383331,0.0,6.496047709840083e-05,-0.0
1.127777,Maya,middle,5284,523,27,0,1,0,0,0,1,0,0,3.0,3.383331,0.0,6.496047709840083e-05,-0.0
1.127777,Maya,poorest,-127122,523,27,0,1,0,1,0,0,0,0,1.0,1.127777,-0.0,-0.00015696024019348588,-0.0
1.127777,Maya,poorest,-127122,523,27,0,1,0,1,0,0,0,0,1.0,1.127777,-0.0,-0.00015696024019348588,-0.0
1.794025,Maya,middle,-12424,524,27,0,1,0,0,0,1,0,0,3.0,5.382075,0.0,0.00010333667021623826,-0.0
1.794025,Ladina/Mestiza,poorer,-56708,524,27,1,0,0,0,1,0,0,0,2.0,3.58805,-0.0,-0.0,-0.0001847993935106528
1.794025,Maya,middle,-18853,524,27,0,1,0,0,0,1,0,0,3.0,5.382075,0.0,0.00010333667021623826,-0.0
1.794025,Ladina/Mestiza,middle,-18853,524,27,1,0,0,0,0,1,0,0,3.0,5.382075,0.0,0.0,-6.936070873253753e-05
1.794025,Maya,middle,-18853,524,27,0,1,0,0,0,1,0,0,3.0,5.382075,0.0,0.00010333667021623826,-0.0
1.794025,Maya,middle,-18853,524,27,0,1,0,0,0,1,0,0,3.0,5.382075,0.0,0.00010333667021623826,-0.0
1.794025,Ladina/Mestiza,middle,-4940,524,27,1,0,0,0,0,1,0,0,3.0,5.382075,0.0,0.0,-6.936070873253753e-05
1.794025,Ladina/Mestiza,poorer,-82270,524,27,1,0,0,0,1,0,0,0,2.0,3.58805,-0.0,-0.0,-0.0001847993935106528
1.794025,Ladina/Mestiza,middle,-20408,524,27,1,0,0,0,0,1,0,0,3.0,5.382075,0.0,0.0,-6.936070873253753e-05
1.794025,Ladina/Mestiza,middle,-20408,524,27,1,0,0,0,0,1,0,0,3.0,5.382075,0.0,0.0,-6.936070873253753e-05
1.794025,Ladina/Mestiza,poorer,-57828,524,27,1,0,0,0,1,0,0,0,2.0,3.58805,-0.0,-0.0,-0.0001847993935106528
1.794025,Maya,poorer,-57828,524,27,0,1,0,0,1,0,0,0,2.0,3.58805,-0.0,-7.317487188808602e-05,-0.0
1.794025,Ladina/Mestiza,poorer,-57828,524,27,1,0,0,0,1,0,0,0,2.0,3.58805,-0.0,-0.0,-0.0001847993935106528
1.794025,Maya,poorer,-89247,524,27,0,1,0,0,1,0,0,0,2.0,3.58805,-0.0,-7.317487188808602e-05,-0.0
1.794025,Ladina/Mestiza,poorest,-104500,524,27,1,0,0,1,0,0,0,0,1.0,1.794025,-0.0,-0.0,-0.0003002380782887681
1.794025,Maya,poorest,-160885,524,27,0,1,0,1,0,0,0,0,1.0,1.794025,-0.0,-0.00024968641399241033,-0.0
1.794025,Maya,poorest,-134767,524,27,0,1,0,1,0,0,0,0,1.0,1.794025,-0.0,-0.00024968641399241033,-0.0
1.794025,Maya,poorest,-131915,524,27,0,1,0,1,0,0,0,0,1.0,1.794025,-0.0,-0.00024968641399241033,-0.0
1.794025,Ladina/Mestiza,richer,10790,524,27,1,0,0,0,0,0,1,0,4.0,7.1761,0.0,0.0,4.6077976045577775e-05
1.794025,Ladina/Mestiza,richest,109470,524,27,1,0,0,0,0,0,0,1,5.0,8.970125,0.0,0.0,0.00016151666082369305
1.794025,Ladina/Mestiza,richer,55251,524,27,1,0,0,0,0,0,1,0,4.0,7.1761,0.0,0.0,4.6077976045577775e-05
1.794025,Maya,richer,55251,524,27,0,1,0,0,0,0,1,0,4.0,7.1761,0.0,0.0002798482123205626,0.0
1.794025,Maya,poorest,-105567,524,27,0,1,0,1,0,0,0,0,1.0,1.794025,-0.0,-0.00024968641399241033,-0.0
1.794025,Ladina/Mestiza,middle,-29239,524,27,1,0,0,0,0,1,0,0,3.0,5.382075,0.0,0.0,-6.936070873253753e-05
1.794025,Maya,middle,-29239,524,27,0,1,0,0,0,1,0,0,3.0,5.382075,0.0,0.00010333667021623826,-0.0
1.794025,Maya,middle,-29239,524,27,0,1,0,0,0,1,0,0,3.0,5.382075,0.0,0.00010333667021623826,-0.0
1.794025,Maya,middle,-29239,524,27,0,1,0,0,0,1,0,0,3.0,5.382075,0.0,0.00010333667021623826,-0.0
1.794025,Maya,poorer,-72850,524,27,0,1,0,0,1,0,0,0,2.0,3.58805,-0.0,-7.317487188808602e-05,-0.0
1.794025,Maya,poorer,-72850,524,27,0,1,0,0,1,0,0,0,2.0,3.58805,-0.0,-7.317487188808602e-05,-0.0
1.794025,Maya,middle,-46074,524,27,0,1,0,0,0,1,0,0,3.0,5.382075,0.0,0.00010333667021623826,-0.0
1.794025,Ladina/Mestiza,middle,-46074,524,27,1,0,0,0,0,1,0,0,3.0,5.382075,0.0,0.0,-6.936070873253753e-05
1.794025,Ladina/Mestiza,middle,-46074,524,27,1,0,0,0,0,1,0,0,3.0,5.382075,0.0,0.0,-6.936070873253753e-05
1.794025,Maya,poorest,-115326,524,27,0,1,0,1,0,0,0,0,1.0,1.794025,-0.0,-0.00024968641399241033,-0.0
1.794025,Ladina/Mestiza,poorest,-115326,524,27,1,0,0,1,0,0,0,0,1.0,1.794025,-0.0,-0.0,-0.0003002380782887681
1.794025,Maya,middle,-30941,524,27,0,1,0,0,0,1,0,0,3.0,5.382075,0.0,0.00010333667021623826,-0.0
1.794025,Ladina/Mestiza,middle,-30941,524,27,1,0,0,0,0,1,0,0,3.0,5.382075,0.0,0.0,-6.936070873253753e-05
1.656424,Ladina/Mestiza,richest,97834,525,27,1,0,0,0,0,0,0,1,5.0,8.282119999999999,0.0,0.0,0.0001491283975352768
1.656424,Ladina/Mestiza,richer,44111,525,27,1,0,0,0,0,0,1,0,4.0,6.625696,0.0,0.0,4.254381371124712e-05
1.656424,Ladina/Mestiza,middle,-9220,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
1.656424,Ladina/Mestiza,middle,-9220,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
1.656424,Ladina/Mestiza,middle,-9220,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
1.656424,Ladina/Mestiza,poorer,-61105,525,27,1,0,0,0,1,0,0,0,2.0,3.312848,-0.0,-0.0,-0.00017062535393681222
1.656424,Ladina/Mestiza,richest,146181,525,27,1,0,0,0,0,0,0,1,5.0,8.282119999999999,0.0,0.0,0.0001491283975352768
1.656424,Maya,poorest,-119514,525,27,0,1,0,1,0,0,0,0,1.0,1.656424,-0.0,-0.0002305355658984486,-0.0
1.656424,Maya,poorest,-113041,525,27,0,1,0,1,0,0,0,0,1.0,1.656424,-0.0,-0.0002305355658984486,-0.0
1.656424,Ladina/Mestiza,middle,-4943,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
1.656424,Ladina/Mestiza,middle,-4943,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
1.656424,Ladina/Mestiza,middle,-4943,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
1.656424,Ladina/Mestiza,richer,9408,525,27,1,0,0,0,0,0,1,0,4.0,6.625696,0.0,0.0,4.254381371124712e-05
1.656424,Ladina/Mestiza,richer,9408,525,27,1,0,0,0,0,0,1,0,4.0,6.625696,0.0,0.0,4.254381371124712e-05
1.656424,Ladina/Mestiza,richer,9408,525,27,1,0,0,0,0,0,1,0,4.0,6.625696,0.0,0.0,4.254381371124712e-05
1.656424,Ladina/Mestiza,middle,-31462,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
1.656424,Ladina/Mestiza,middle,-31462,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
1.656424,Ladina/Mestiza,middle,-49542,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
1.656424,Ladina/Mestiza,middle,-49542,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
1.656424,Ladina/Mestiza,middle,-29313,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
1.656424,Ladina/Mestiza,middle,-29313,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
1.656424,Ladina/Mestiza,middle,-29313,525,27,1,0,0,0,0,1,0,0,3.0,4.969272,0.0,0.0,-6.404077011278255e-05
