sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Bosnian,ethnicity_Roma,ethnicity_Serb,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2
1.925651793539345,Serb,middle,0.3091948650990373,25.0,1.0,0,0,1,0,0,1,0,0,3.0,5.776955380618035,0.0,0.0,-0.00022314163986836242
1.925651793539345,Serb,middle,0.27009609874518253,25.0,1.0,0,0,1,0,0,1,0,0,3.0,5.776955380618035,0.0,0.0,-0.00022314163986836242
2.376753556285136,Serb,richest,0.7682944379512398,26.0,1.0,0,0,1,0,0,0,0,1,5.0,11.88376778142568,0.0,0.0,0.0011880251020046366
0.28922055098730376,Serb,middle,0.2883453066274385,26.0,1.0,0,0,1,0,0,1,0,0,3.0,0.8676616529619112,0.0,0.0,-3.3514443393900986e-05
2.376753556285136,Serb,richest,0.7739899008044968,26.0,1.0,0,0,1,0,0,0,0,1,5.0,11.88376778142568,0.0,0.0,0.0011880251020046366
2.376753556285136,Serb,richer,0.5418426655054507,26.0,1.0,0,0,1,0,0,0,1,0,4.0,9.507014225140544,0.0,0.0,0.00045630523343540756
0.28922055098730376,Serb,middle,0.4368290087186061,26.0,1.0,0,0,1,0,0,1,0,0,3.0,0.8676616529619112,0.0,0.0,-3.3514443393900986e-05
0.28922055098730376,Serb,middle,0.4368290087186061,26.0,1.0,0,0,1,0,0,1,0,0,3.0,0.8676616529619112,0.0,0.0,-3.3514443393900986e-05
0.28922055098730376,Serb,richer,0.6398460859866688,26.0,1.0,0,0,1,0,0,0,1,0,4.0,1.156882203949215,0.0,0.0,5.5526518802753914e-05
0.28922055098730376,Serb,richest,0.7453122911994752,26.0,1.0,0,0,1,0,0,0,0,1,5.0,1.4461027549365189,0.0,0.0,0.0001445674809994088
0.28922055098730376,Serb,poorer,0.14125073362511006,26.0,1.0,0,0,1,0,1,0,0,0,2.0,0.5784411019746075,0.0,-0.0,-0.0001225554055905559
2.376753556285136,Serb,middle,0.40698713024559596,26.0,1.0,0,0,1,0,0,1,0,0,3.0,7.130260668855408,0.0,0.0,-0.0002754146351338214
2.376753556285136,Serb,middle,0.40698713024559596,26.0,1.0,0,0,1,0,0,1,0,0,3.0,7.130260668855408,0.0,0.0,-0.0002754146351338214
0.28922055098730376,Serb,richer,0.5020000083789797,26.0,1.0,0,0,1,0,0,0,1,0,4.0,1.156882203949215,0.0,0.0,5.5526518802753914e-05
2.141841867582535,Serb,richest,1.0846103476459437,27.0,1.0,0,0,1,0,0,0,0,1,5.0,10.709209337912675,0.0,0.0,0.0010706040163413874
2.141841867582535,Serb,richest,0.8527029327847805,27.0,1.0,0,0,1,0,0,0,0,1,5.0,10.709209337912675,0.0,0.0,0.0010706040163413874
2.141841867582535,Serb,richest,1.039929315615304,27.0,1.0,0,0,1,0,0,0,0,1,5.0,10.709209337912675,0.0,0.0,0.0010706040163413874
2.141841867582535,Serb,richest,1.1111037913867357,27.0,1.0,0,0,1,0,0,0,0,1,5.0,10.709209337912675,0.0,0.0,0.0010706040163413874
2.141841867582535,Serb,richest,1.1111037913867357,27.0,1.0,0,0,1,0,0,0,0,1,5.0,10.709209337912675,0.0,0.0,0.0010706040163413874
0.18726510495580817,Serb,richest,0.967631305828636,28.0,1.0,0,0,1,0,0,0,0,1,5.0,0.9363255247790409,0.0,0.0,9.360484381256685e-05
0.18726510495580817,Serb,richest,0.7401868167170782,28.0,1.0,0,0,1,0,0,0,0,1,5.0,0.9363255247790409,0.0,0.0,9.360484381256685e-05
1.546062878841661,Serb,richest,0.9403054660508264,28.0,1.0,0,0,1,0,0,0,0,1,5.0,7.730314394208305,0.0,0.0,0.0007728026763583781
0.18726510495580817,Serb,richest,1.1093188378758554,28.0,1.0,0,0,1,0,0,0,0,1,5.0,0.9363255247790409,0.0,0.0,9.360484381256685e-05
0.18726510495580817,Serb,richest,0.7404822269274243,28.0,1.0,0,0,1,0,0,0,0,1,5.0,0.9363255247790409,0.0,0.0,9.360484381256685e-05
1.546062878841661,Serb,richer,0.5884920853653722,28.0,1.0,0,0,1,0,0,0,1,0,4.0,6.184251515366644,0.0,0.0,0.00029682361512411987
0.1568063228244418,Serb,poorer,0.14357610643377416,29.0,1.0,0,0,1,0,1,0,0,0,2.0,0.3136126456488836,0.0,-0.0,-6.644570182620499e-05
0.1568063228244418,Serb,richest,0.8471390815734261,29.0,1.0,0,0,1,0,0,0,0,1,5.0,0.784031614122209,0.0,0.0,7.837995957799272e-05
0.1568063228244418,Serb,richer,0.47164114783159705,29.0,1.0,0,0,1,0,0,0,1,0,4.0,0.6272252912977672,0.0,0.0,3.0104739109926818e-05
1.950190915097423,Serb,richer,0.6264595018047678,29.0,1.0,0,0,1,0,0,0,1,0,4.0,7.800763660389692,0.0,0.0,0.0003744108506344369
0.1568063228244418,Serb,richest,0.8476008640904817,29.0,1.0,0,0,1,0,0,0,0,1,5.0,0.784031614122209,0.0,0.0,7.837995957799272e-05
1.950190915097423,Serb,richer,0.5603022945646579,29.0,1.0,0,0,1,0,0,0,1,0,4.0,7.800763660389692,0.0,0.0,0.0003744108506344369
1.950190915097423,Serb,richer,0.5603022945646579,29.0,1.0,0,0,1,0,0,0,1,0,4.0,7.800763660389692,0.0,0.0,0.0003744108506344369
1.950190915097423,Serb,middle,0.2050288478646531,29.0,1.0,0,0,1,0,0,1,0,0,3.0,5.850572745292269,0.0,0.0,-0.00022598519644685176
0.1568063228244418,Serb,middle,0.304760929383302,29.0,1.0,0,0,1,0,0,1,0,0,3.0,0.47041896847332537,0.0,0.0,-1.8170481358139086e-05
1.3265601244382152,Serb,richest,0.7930038672474222,30.0,1.0,0,0,1,0,0,0,0,1,5.0,6.632800622191076,0.0,0.0,0.0006630837778630528
