sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Albanian,ethnicity_Macedonian,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1
1.6595838868564348,Macedonian,richer,0.8053056193606282,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
1.6595838868564348,Macedonian,richer,0.8053056193606282,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
0.36320292929723214,Macedonian,richer,0.6567449788038637,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.6567449788038637,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.6567449788038637,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.6567449788038637,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.8261664809836491,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.8261664809836491,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.8261664809836491,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
1.6595838868564348,Macedonian,poorer,-0.0227234977011615,61.0,5.0,0,1,0,1,0,0,0,2.0,3.3191677737128695,-0.0,-0.00023416078583724678
0.36320292929723214,Macedonian,richest,0.9175459342062213,61.0,5.0,0,1,0,0,0,0,1,5.0,1.8160146464861606,0.0,6.608629153981841e-05
