sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Chinese-Tibetan,ethnicity_Hmong-Mien,ethnicity_Lao-Tai,ethnicity_Mon-Khmer,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3
2.2811199802124484,Lao-Tai,richest,1.431539809889625,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.431539809889625,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.4447876649616167,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.4447876649616167,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.3809594239785028,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.448739954591605,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.448739954591605,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.1621052885392342,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.2727196743027394,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.118031550800787,Lao-Tai,middle,0.38484188361405536,8.0,1.0,0,0,1,0,0,0,1,0,0,3.0,6.354094652402361,0.0,0.0,0.0,-0.00011375667765185752
2.118031550800787,Lao-Tai,richest,1.2894288549637496,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richer,0.9863407676636422,8.0,1.0,0,0,1,0,0,0,0,1,0,4.0,8.472126203203148,0.0,0.0,0.0,3.5992359243551394e-05
2.118031550800787,Lao-Tai,richest,1.7082287632529276,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.4534047823498415,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.4534047823498415,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.4534047823498415,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.7294856612786966,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.1072174999859887,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.6960547785905367,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.698823723522445,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.698823723522445,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.6353885396224657,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.6353885396224657,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.6353885396224657,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.2494135236006756,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.2494135236006756,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
2.118031550800787,Lao-Tai,richest,1.2494135236006756,8.0,1.0,0,0,1,0,0,0,0,0,1,5.0,10.590157754003934,0.0,0.0,0.0,0.0001857413961389603
1.6569717070538206,Lao-Tai,richest,1.6349265889830051,9.0,1.0,0,0,1,0,0,0,0,0,1,5.0,8.284858535269104,0.0,0.0,0.0,0.0001453086183322301
1.6569717070538206,Lao-Tai,richest,1.4428286938909443,9.0,1.0,0,0,1,0,0,0,0,0,1,5.0,8.284858535269104,0.0,0.0,0.0,0.0001453086183322301
1.6569717070538206,Lao-Tai,richer,1.0275436851219997,9.0,1.0,0,0,1,0,0,0,0,1,0,4.0,6.627886828215282,0.0,0.0,0.0,2.8157428020434164e-05
1.6569717070538206,Lao-Tai,richer,1.0275436851219997,9.0,1.0,0,0,1,0,0,0,0,1,0,4.0,6.627886828215282,0.0,0.0,0.0,2.8157428020434164e-05
1.6569717070538206,Lao-Tai,richest,1.5511240654237213,9.0,1.0,0,0,1,0,0,0,0,0,1,5.0,8.284858535269104,0.0,0.0,0.0,0.0001453086183322301
1.6569717070538206,Lao-Tai,richest,1.1775888345191463,9.0,1.0,0,0,1,0,0,0,0,0,1,5.0,8.284858535269104,0.0,0.0,0.0,0.0001453086183322301
1.6569717070538206,Lao-Tai,richest,1.394199868664859,9.0,1.0,0,0,1,0,0,0,0,0,1,5.0,8.284858535269104,0.0,0.0,0.0,0.0001453086183322301
