sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Garifuna,ethnicity_Lenca,ethnicity_Maya Chorti,ethnicity_Misquito,ethnicity_Ninguno/No Sabe/No Responde,ethnicity_Otros Pueblos,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5
0.9732216854881822,Ninguno/No Sabe/No Responde,richest,1.1205459414585874,9.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.866108427440911,0.0,0.0,0.00010831521700054132,0.0,0.0,0.0
0.9732216854881822,Otros Pueblos,richer,0.7471654428932953,9.0,3.0,0,0,0,0,0,1,0,0,0,1,0,4.0,3.892886741952729,0.0,0.0,0.0,0.0,0.00025013402701094475,0.0
0.9732216854881822,Ninguno/No Sabe/No Responde,richer,0.7785915078859006,9.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.892886741952729,0.0,0.0,5.0136855458706926e-05,0.0,0.0,0.0
0.9732216854881822,Ninguno/No Sabe/No Responde,richest,1.6397933537978187,9.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.866108427440911,0.0,0.0,0.00010831521700054132,0.0,0.0,0.0
0.9732216854881822,Ninguno/No Sabe/No Responde,richer,1.0228214339018074,9.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.892886741952729,0.0,0.0,5.0136855458706926e-05,0.0,0.0,0.0
0.9732216854881822,Ninguno/No Sabe/No Responde,richer,1.0228214339018074,9.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.892886741952729,0.0,0.0,5.0136855458706926e-05,0.0,0.0,0.0
0.9732216854881822,Ninguno/No Sabe/No Responde,richer,1.0228214339018074,9.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.892886741952729,0.0,0.0,5.0136855458706926e-05,0.0,0.0,0.0
0.9732216854881822,Ninguno/No Sabe/No Responde,richest,1.0731625786424372,9.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.866108427440911,0.0,0.0,0.00010831521700054132,0.0,0.0,0.0
0.9732216854881822,Ninguno/No Sabe/No Responde,poorer,-0.27781519422919365,9.0,3.0,0,0,0,0,1,0,0,1,0,0,0,2.0,1.9464433709763644,0.0,-0.0,-6.621986762496188e-05,-0.0,-0.0,-0.0
0.9732216854881822,Ninguno/No Sabe/No Responde,richer,0.6080611245789924,9.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.892886741952729,0.0,0.0,5.0136855458706926e-05,0.0,0.0,0.0
0.878388457077482,Otros Pueblos,richest,1.1790778768334889,10.0,3.0,0,0,0,0,0,1,0,0,0,0,1,5.0,4.39194228538741,0.0,0.0,0.0,0.0,0.0014770828601870798,0.0
0.878388457077482,Ninguno/No Sabe/No Responde,richest,1.5349188835020149,10.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.39194228538741,0.0,0.0,9.776070319620255e-05,0.0,0.0,0.0
0.878388457077482,Ninguno/No Sabe/No Responde,richest,1.3659157777224347,10.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.39194228538741,0.0,0.0,9.776070319620255e-05,0.0,0.0,0.0
0.878388457077482,Ninguno/No Sabe/No Responde,richest,1.5408631501061971,10.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.39194228538741,0.0,0.0,9.776070319620255e-05,0.0,0.0,0.0
0.8529536398018377,Ninguno/No Sabe/No Responde,richest,1.2146252503513972,11.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.264768199009189,0.0,0.0,9.492992189153135e-05,0.0,0.0,0.0
0.8529536398018377,Ninguno/No Sabe/No Responde,richest,1.2146252503513972,11.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.264768199009189,0.0,0.0,9.492992189153135e-05,0.0,0.0,0.0
0.8529536398018377,Ninguno/No Sabe/No Responde,middle,0.26113818565394403,11.0,3.0,0,0,0,0,1,0,0,0,1,0,0,3.0,2.558860919405513,0.0,0.0,-7.04775898992798e-06,-0.0,-0.0,-0.0
0.8529536398018377,Ninguno/No Sabe/No Responde,richer,0.8280550684708393,11.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.4118145592073508,0.0,0.0,4.394108145080168e-05,0.0,0.0,0.0
0.8529536398018377,Ninguno/No Sabe/No Responde,richer,0.8280550684708393,11.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.4118145592073508,0.0,0.0,4.394108145080168e-05,0.0,0.0,0.0
0.8529536398018377,Ninguno/No Sabe/No Responde,richer,0.9692882024141583,11.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.4118145592073508,0.0,0.0,4.394108145080168e-05,0.0,0.0,0.0
0.8529536398018377,Ninguno/No Sabe/No Responde,richer,0.9332942592658595,11.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.4118145592073508,0.0,0.0,4.394108145080168e-05,0.0,0.0,0.0
0.8529536398018377,Ninguno/No Sabe/No Responde,richest,1.1871356984594994,11.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.264768199009189,0.0,0.0,9.492992189153135e-05,0.0,0.0,0.0
0.8529536398018377,Ninguno/No Sabe/No Responde,richest,1.2013555412262271,11.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.264768199009189,0.0,0.0,9.492992189153135e-05,0.0,0.0,0.0
