sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Black/African,ethnicity_Coloured,ethnicity_White,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2
0.615259,Black/African,poorest,-113539,314,traditional - limpopo,1,0,0,1,0,0,0,0,1.0,0.615259,-0.00014925153405315495,-0.0,-0.0
0.615259,Black/African,poorer,-83225,314,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.230518,-6.597100204945142e-05,-0.0,-0.0
0.615259,Black/African,poorer,-83225,314,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.230518,-6.597100204945142e-05,-0.0,-0.0
0.615259,Black/African,poorer,-30818,314,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.230518,-6.597100204945142e-05,-0.0,-0.0
0.615259,Black/African,middle,32196,314,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,1.845777,1.7309529954252096e-05,-0.0,-0.0
0.615259,Black/African,middle,32196,314,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,1.845777,1.7309529954252096e-05,-0.0,-0.0
0.615259,Black/African,middle,29002,314,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,1.845777,1.7309529954252096e-05,-0.0,-0.0
0.88455,Black/African,poorest,-105942,315,traditional - limpopo,1,0,0,1,0,0,0,0,1.0,0.88455,-0.0002145770227606881,-0.0,-0.0
0.88455,Black/African,middle,-591,315,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.65365,2.4885689963143476e-05,-0.0,-0.0
0.88455,Black/African,middle,-591,315,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.65365,2.4885689963143476e-05,-0.0,-0.0
0.88455,Black/African,poorest,-91501,315,traditional - limpopo,1,0,0,1,0,0,0,0,1.0,0.88455,-0.0002145770227606881,-0.0,-0.0
0.88455,Black/African,poorest,-118726,315,traditional - limpopo,1,0,0,1,0,0,0,0,1.0,0.88455,-0.0002145770227606881,-0.0,-0.0
0.88455,Black/African,middle,43839,315,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.65365,2.4885689963143476e-05,-0.0,-0.0
0.88455,Black/African,poorer,-76814,315,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.7691,-9.484566639877231e-05,-0.0,-0.0
0.88455,Black/African,poorer,-76814,315,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.7691,-9.484566639877231e-05,-0.0,-0.0
0.88455,Black/African,poorer,-76814,315,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.7691,-9.484566639877231e-05,-0.0,-0.0
0.88455,Black/African,middle,9857,315,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.65365,2.4885689963143476e-05,-0.0,-0.0
0.88455,Black/African,poorer,-45481,315,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.7691,-9.484566639877231e-05,-0.0,-0.0
0.88455,Black/African,poorer,-45481,315,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.7691,-9.484566639877231e-05,-0.0,-0.0
0.88455,Black/African,poorer,-55938,315,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.7691,-9.484566639877231e-05,-0.0,-0.0
0.88455,Black/African,richer,60470,315,traditional - limpopo,1,0,0,0,0,0,1,0,4.0,3.5382,0.00014461704632505928,0.0,-0.0
0.88455,Black/African,poorer,-68815,315,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.7691,-9.484566639877231e-05,-0.0,-0.0
0.88455,Black/African,poorer,-68815,315,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.7691,-9.484566639877231e-05,-0.0,-0.0
0.88455,Black/African,poorer,-34416,315,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.7691,-9.484566639877231e-05,-0.0,-0.0
0.88455,Black/African,poorer,-34416,315,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.7691,-9.484566639877231e-05,-0.0,-0.0
0.88455,Black/African,poorer,-27513,315,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.7691,-9.484566639877231e-05,-0.0,-0.0
0.328923,Black/African,richer,63093,316,urban - free state,1,0,0,0,0,0,1,0,4.0,1.315692,5.377635264075233e-05,0.0,-0.0
0.328923,Black/African,middle,1840,316,urban - free state,1,0,0,0,0,1,0,0,3.0,0.986769,9.253830535014463e-06,-0.0,-0.0
0.328923,Black/African,richer,52356,316,urban - free state,1,0,0,0,0,0,1,0,4.0,1.315692,5.377635264075233e-05,0.0,-0.0
0.328923,Black/African,middle,42839,316,urban - free state,1,0,0,0,0,1,0,0,3.0,0.986769,9.253830535014463e-06,-0.0,-0.0
0.328923,Black/African,richest,126740,316,urban - free state,1,0,0,0,0,0,0,1,5.0,1.6446150000000002,9.829887474649021e-05,0.0,0.0
0.328923,Black/African,richest,126740,316,urban - free state,1,0,0,0,0,0,0,1,5.0,1.6446150000000002,9.829887474649021e-05,0.0,0.0
0.328923,Black/African,richer,93929,316,urban - free state,1,0,0,0,0,0,1,0,4.0,1.315692,5.377635264075233e-05,0.0,-0.0
0.328923,Black/African,middle,32934,316,urban - free state,1,0,0,0,0,1,0,0,3.0,0.986769,9.253830535014463e-06,-0.0,-0.0
0.328923,Black/African,middle,32934,316,urban - free state,1,0,0,0,0,1,0,0,3.0,0.986769,9.253830535014463e-06,-0.0,-0.0
2.330454,Coloured,richest,176257,317,urban - gauteng,0,1,0,0,0,0,0,1,5.0,11.65227,0.0,0.0032238535755559202,0.0
2.330454,Black/African,richest,151786,317,urban - gauteng,1,0,0,0,0,0,0,1,5.0,11.65227,0.0006964578513769395,0.0,0.0
2.330454,White,richest,168169,317,urban - gauteng,0,0,1,0,0,0,0,1,5.0,11.65227,0.0,0.0,0.0011486619460545232
0.535704,Black/African,richer,66088,318,urban - free state,1,0,0,0,0,0,1,0,4.0,2.142816,8.758343811488277e-05,0.0,-0.0
0.535704,Black/African,middle,10450,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.535704,Black/African,middle,10450,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.535704,Black/African,middle,10450,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.535704,Black/African,middle,46341,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.535704,Black/African,middle,11070,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.535704,Black/African,middle,11070,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.535704,Black/African,middle,9333,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.535704,Black/African,middle,9333,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.535704,Black/African,middle,9333,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.535704,Black/African,middle,9333,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.535704,Black/African,middle,24752,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.535704,Black/African,middle,25808,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.535704,Black/African,richer,100454,318,urban - free state,1,0,0,0,0,0,1,0,4.0,2.142816,8.758343811488277e-05,0.0,-0.0
0.535704,Black/African,richer,100454,318,urban - free state,1,0,0,0,0,0,1,0,4.0,2.142816,8.758343811488277e-05,0.0,-0.0
0.535704,Black/African,middle,16292,318,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6071119999999999,1.5071351145798218e-05,-0.0,-0.0
0.847015,Black/African,poorest,-86638,319,urban - kwazulu-natal,1,0,0,1,0,0,0,0,1.0,0.847015,-0.0002054716600911698,-0.0,-0.0
0.847015,Black/African,poorer,-69308,319,urban - kwazulu-natal,1,0,0,0,1,0,0,0,2.0,1.69403,-9.082098482251556e-05,-0.0,-0.0
0.847015,Black/African,poorer,-42459,319,urban - kwazulu-natal,1,0,0,0,1,0,0,0,2.0,1.69403,-9.082098482251556e-05,-0.0,-0.0
0.847015,Black/African,poorer,-42459,319,urban - kwazulu-natal,1,0,0,0,1,0,0,0,2.0,1.69403,-9.082098482251556e-05,-0.0,-0.0
0.847015,Black/African,poorest,-97295,319,urban - kwazulu-natal,1,0,0,1,0,0,0,0,1.0,0.847015,-0.0002054716600911698,-0.0,-0.0
0.847015,Black/African,poorest,-97295,319,urban - kwazulu-natal,1,0,0,1,0,0,0,0,1.0,0.847015,-0.0002054716600911698,-0.0,-0.0
0.847015,Black/African,poorest,-122657,319,urban - kwazulu-natal,1,0,0,1,0,0,0,0,1.0,0.847015,-0.0002054716600911698,-0.0,-0.0
0.847015,Black/African,poorer,-44277,319,urban - kwazulu-natal,1,0,0,0,1,0,0,0,2.0,1.69403,-9.082098482251556e-05,-0.0,-0.0
0.847015,Black/African,poorer,-21086,319,urban - kwazulu-natal,1,0,0,0,1,0,0,0,2.0,1.69403,-9.082098482251556e-05,-0.0,-0.0
0.847015,Black/African,poorer,-80940,319,urban - kwazulu-natal,1,0,0,0,1,0,0,0,2.0,1.69403,-9.082098482251556e-05,-0.0,-0.0
0.847015,Black/African,poorer,-80940,319,urban - kwazulu-natal,1,0,0,0,1,0,0,0,2.0,1.69403,-9.082098482251556e-05,-0.0,-0.0
0.847015,Black/African,poorer,-35736,319,urban - kwazulu-natal,1,0,0,0,1,0,0,0,2.0,1.69403,-9.082098482251556e-05,-0.0,-0.0
0.847015,Black/African,richer,50151,319,urban - kwazulu-natal,1,0,0,0,0,0,1,0,4.0,3.38806,0.00013848036571479294,0.0,-0.0
0.693853,Black/African,poorer,-66921,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,poorer,-66921,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,poorer,-66921,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,poorer,-66921,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,poorer,-66921,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,poorer,-35464,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,poorer,-35464,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,poorer,-39864,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,middle,29896,320,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.0815590000000004,1.9520672249162844e-05,-0.0,-0.0
0.693853,Black/African,middle,-10347,320,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.0815590000000004,1.9520672249162844e-05,-0.0,-0.0
0.693853,Black/African,poorest,-96407,320,traditional - limpopo,1,0,0,1,0,0,0,0,1.0,0.693853,-0.00016831712280094028,-0.0,-0.0
0.693853,Black/African,poorest,-96407,320,traditional - limpopo,1,0,0,1,0,0,0,0,1.0,0.693853,-0.00016831712280094028,-0.0,-0.0
0.693853,Black/African,richer,53472,320,traditional - limpopo,1,0,0,0,0,0,1,0,4.0,2.775412,0.00011343956977421442,0.0,-0.0
0.693853,Black/African,poorer,-82896,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,poorer,-39573,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,poorest,-118786,320,traditional - limpopo,1,0,0,1,0,0,0,0,1.0,0.693853,-0.00016831712280094028,-0.0,-0.0
0.693853,Black/African,poorest,-104698,320,traditional - limpopo,1,0,0,1,0,0,0,0,1.0,0.693853,-0.00016831712280094028,-0.0,-0.0
0.693853,Black/African,poorest,-99334,320,traditional - limpopo,1,0,0,1,0,0,0,0,1.0,0.693853,-0.00016831712280094028,-0.0,-0.0
0.693853,Black/African,poorer,-59817,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,poorer,-80382,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,middle,12756,320,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.0815590000000004,1.9520672249162844e-05,-0.0,-0.0
0.693853,Black/African,poorer,-27892,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
0.693853,Black/African,poorer,-27892,320,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.387706,-7.439822527588874e-05,-0.0,-0.0
2.539871,Black/African,richest,114334,321,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.699355,0.0007590422722073034,0.0,0.0
2.539871,Black/African,richest,114334,321,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.699355,0.0007590422722073034,0.0,0.0
2.539871,Black/African,richest,114334,321,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.699355,0.0007590422722073034,0.0,0.0
2.539871,Black/African,richest,151227,321,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.699355,0.0007590422722073034,0.0,0.0
0.412748,Black/African,poorer,-23522,322,farms - mpumalanga,1,0,0,0,1,0,0,0,2.0,0.825496,-4.4256807545939154e-05,-0.0,-0.0
0.412748,Black/African,poorer,-29846,322,farms - mpumalanga,1,0,0,0,1,0,0,0,2.0,0.825496,-4.4256807545939154e-05,-0.0,-0.0
0.412748,Black/African,middle,16211,322,farms - mpumalanga,1,0,0,0,0,1,0,0,3.0,1.238244,1.1612140366183422e-05,-0.0,-0.0
0.412748,Black/African,middle,16211,322,farms - mpumalanga,1,0,0,0,0,1,0,0,3.0,1.238244,1.1612140366183422e-05,-0.0,-0.0
0.412748,Black/African,poorest,-146563,322,farms - mpumalanga,1,0,0,1,0,0,0,0,1.0,0.412748,-0.00010012575545806173,-0.0,-0.0
0.412748,Black/African,poorest,-89268,322,farms - mpumalanga,1,0,0,1,0,0,0,0,1.0,0.412748,-0.00010012575545806173,-0.0,-0.0
0.412748,Black/African,middle,8049,322,farms - mpumalanga,1,0,0,0,0,1,0,0,3.0,1.238244,1.1612140366183422e-05,-0.0,-0.0
1.316403,Black/African,middle,28954,323,urban - kwazulu-natal,1,0,0,0,0,1,0,0,3.0,3.9492089999999997,3.703532522135771e-05,-0.0,-0.0
1.316403,Black/African,poorer,-32025,323,urban - kwazulu-natal,1,0,0,0,1,0,0,0,2.0,2.632806,-0.000141151003091225,-0.0,-0.0
1.316403,Black/African,richest,120187,323,urban - kwazulu-natal,1,0,0,0,0,0,0,1,5.0,6.582015,0.00039340798184652316,0.0,0.0
1.316403,Black/African,richest,120187,323,urban - kwazulu-natal,1,0,0,0,0,0,0,1,5.0,6.582015,0.00039340798184652316,0.0,0.0
1.316403,Black/African,richer,93164,323,urban - kwazulu-natal,1,0,0,0,0,0,1,0,4.0,5.265612,0.00021522165353394043,0.0,-0.0
1.316403,Black/African,middle,10146,323,urban - kwazulu-natal,1,0,0,0,0,1,0,0,3.0,3.9492089999999997,3.703532522135771e-05,-0.0,-0.0
1.316403,Black/African,middle,44681,323,urban - kwazulu-natal,1,0,0,0,0,1,0,0,3.0,3.9492089999999997,3.703532522135771e-05,-0.0,-0.0
1.316403,Black/African,richer,93019,323,urban - kwazulu-natal,1,0,0,0,0,0,1,0,4.0,5.265612,0.00021522165353394043,0.0,-0.0
1.316403,Black/African,richer,93019,323,urban - kwazulu-natal,1,0,0,0,0,0,1,0,4.0,5.265612,0.00021522165353394043,0.0,-0.0
1.316403,Black/African,middle,-16003,323,urban - kwazulu-natal,1,0,0,0,0,1,0,0,3.0,3.9492089999999997,3.703532522135771e-05,-0.0,-0.0
0.19001,Coloured,middle,11282,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.19001,Coloured,richer,57229,325,urban - northern cape,0,1,0,0,0,0,1,0,4.0,0.76004,0.0,2.540178409804386e-06,-0.0
0.19001,Coloured,poorest,-185014,325,urban - northern cape,0,1,0,1,0,0,0,0,1.0,0.19001,-0.0,-0.0007783951873458013,-0.0
0.19001,Coloured,poorest,-185014,325,urban - northern cape,0,1,0,1,0,0,0,0,1.0,0.19001,-0.0,-0.0007783951873458013,-0.0
0.19001,Coloured,poorest,-185014,325,urban - northern cape,0,1,0,1,0,0,0,0,1.0,0.19001,-0.0,-0.0007783951873458013,-0.0
0.19001,Coloured,richer,80516,325,urban - northern cape,0,1,0,0,0,0,1,0,4.0,0.76004,0.0,2.540178409804386e-06,-0.0
0.19001,Coloured,poorest,-150761,325,urban - northern cape,0,1,0,1,0,0,0,0,1.0,0.19001,-0.0,-0.0007783951873458013,-0.0
0.19001,Coloured,richer,77985,325,urban - northern cape,0,1,0,0,0,0,1,0,4.0,0.76004,0.0,2.540178409804386e-06,-0.0
0.19001,Coloured,richer,77985,325,urban - northern cape,0,1,0,0,0,0,1,0,4.0,0.76004,0.0,2.540178409804386e-06,-0.0
0.19001,Coloured,poorer,-20269,325,urban - northern cape,0,1,0,0,1,0,0,0,2.0,0.38002,-0.0,-0.0005180833987605994,-0.0
0.19001,Coloured,middle,6104,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.19001,Coloured,middle,6104,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.19001,Coloured,middle,6104,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.19001,Coloured,richer,105674,325,urban - northern cape,0,1,0,0,0,0,1,0,4.0,0.76004,0.0,2.540178409804386e-06,-0.0
0.19001,Coloured,middle,23073,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.19001,Coloured,poorest,-237715,325,urban - northern cape,0,1,0,1,0,0,0,0,1.0,0.19001,-0.0,-0.0007783951873458013,-0.0
0.19001,Coloured,middle,46573,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.19001,Coloured,richer,79939,325,urban - northern cape,0,1,0,0,0,0,1,0,4.0,0.76004,0.0,2.540178409804386e-06,-0.0
0.19001,Coloured,middle,40497,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.19001,Coloured,middle,-196,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.19001,Coloured,middle,-196,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.19001,Coloured,middle,13595,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.19001,Coloured,middle,13595,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.19001,Coloured,middle,13595,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.19001,Coloured,middle,13595,325,urban - northern cape,0,1,0,0,0,1,0,0,3.0,0.57003,0.0,-0.0002577716101753975,-0.0
0.622399,Black/African,richer,53196,326,traditional - mpumalanga,1,0,0,0,0,0,1,0,4.0,2.489596,0.00010175739643397273,0.0,-0.0
0.622399,Black/African,poorer,-29465,326,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.244798,-6.673658687573286e-05,-0.0,-0.0
0.622399,Black/African,poorer,-56945,326,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.244798,-6.673658687573286e-05,-0.0,-0.0
0.622399,Black/African,poorer,-56592,326,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.244798,-6.673658687573286e-05,-0.0,-0.0
0.622399,Black/African,poorer,-56592,326,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.244798,-6.673658687573286e-05,-0.0,-0.0
0.622399,Black/African,richer,82568,326,traditional - mpumalanga,1,0,0,0,0,0,1,0,4.0,2.489596,0.00010175739643397273,0.0,-0.0
0.622399,Black/African,middle,19700,326,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,1.867197,1.7510404779119935e-05,-0.0,-0.0
0.622399,Black/African,richer,58964,326,traditional - mpumalanga,1,0,0,0,0,0,1,0,4.0,2.489596,0.00010175739643397273,0.0,-0.0
0.622399,Black/African,richer,53094,326,traditional - mpumalanga,1,0,0,0,0,0,1,0,4.0,2.489596,0.00010175739643397273,0.0,-0.0
0.622399,Black/African,poorer,-18248,326,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.244798,-6.673658687573286e-05,-0.0,-0.0
0.622399,Black/African,poorer,-20237,326,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.244798,-6.673658687573286e-05,-0.0,-0.0
0.622399,Black/African,poorer,-20237,326,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.244798,-6.673658687573286e-05,-0.0,-0.0
0.622399,Black/African,poorer,-71494,326,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.244798,-6.673658687573286e-05,-0.0,-0.0
0.622399,Black/African,poorer,-71494,326,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.244798,-6.673658687573286e-05,-0.0,-0.0
0.622399,Black/African,poorer,-47618,326,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.244798,-6.673658687573286e-05,-0.0,-0.0
0.622399,Black/African,poorer,-47618,326,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.244798,-6.673658687573286e-05,-0.0,-0.0
0.622399,Black/African,middle,-15505,326,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,1.867197,1.7510404779119935e-05,-0.0,-0.0
0.622399,Black/African,middle,-15505,326,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,1.867197,1.7510404779119935e-05,-0.0,-0.0
0.622399,Black/African,middle,-7882,326,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,1.867197,1.7510404779119935e-05,-0.0,-0.0
1.089078,White,richest,171119,327,urban - mpumalanga,0,0,1,0,0,0,0,1,5.0,5.44539,0.0,0.0,0.000536797746226773
1.089078,Black/African,richest,171119,327,urban - mpumalanga,1,0,0,0,0,0,0,1,5.0,5.44539,0.0003254717423565942,0.0,0.0
1.089078,White,richest,174411,327,urban - mpumalanga,0,0,1,0,0,0,0,1,5.0,5.44539,0.0,0.0,0.000536797746226773
1.057497,Black/African,middle,-9441,328,urban - eastern cape,1,0,0,0,0,1,0,0,3.0,3.172491,2.9751333987851834e-05,-0.0,-0.0
1.057497,Black/African,middle,-9441,328,urban - eastern cape,1,0,0,0,0,1,0,0,3.0,3.172491,2.9751333987851834e-05,-0.0,-0.0
1.057497,Black/African,middle,3541,328,urban - eastern cape,1,0,0,0,0,1,0,0,3.0,3.172491,2.9751333987851834e-05,-0.0,-0.0
1.057497,Black/African,middle,3541,328,urban - eastern cape,1,0,0,0,0,1,0,0,3.0,3.172491,2.9751333987851834e-05,-0.0,-0.0
1.057497,Black/African,poorer,-66980,328,urban - eastern cape,1,0,0,0,1,0,0,0,2.0,2.114994,-0.0001133898679325109,-0.0,-0.0
1.057497,Black/African,poorer,-70222,328,urban - eastern cape,1,0,0,0,1,0,0,0,2.0,2.114994,-0.0001133898679325109,-0.0,-0.0
1.057497,Black/African,poorer,-56111,328,urban - eastern cape,1,0,0,0,1,0,0,0,2.0,2.114994,-0.0001133898679325109,-0.0,-0.0
1.057497,Black/African,poorer,-56609,328,urban - eastern cape,1,0,0,0,1,0,0,0,2.0,2.114994,-0.0001133898679325109,-0.0,-0.0
1.057497,Black/African,richer,77072,328,urban - eastern cape,1,0,0,0,0,0,1,0,4.0,4.229988,0.00017289253590821454,0.0,-0.0
1.057497,Black/African,middle,23954,328,urban - eastern cape,1,0,0,0,0,1,0,0,3.0,3.172491,2.9751333987851834e-05,-0.0,-0.0
1.057497,Black/African,poorest,-207449,328,urban - eastern cape,1,0,0,1,0,0,0,0,1.0,1.057497,-0.00025653106985287365,-0.0,-0.0
1.057497,Black/African,middle,16732,328,urban - eastern cape,1,0,0,0,0,1,0,0,3.0,3.172491,2.9751333987851834e-05,-0.0,-0.0
1.057497,Black/African,richer,65131,328,urban - eastern cape,1,0,0,0,0,0,1,0,4.0,4.229988,0.00017289253590821454,0.0,-0.0
1.057497,Black/African,poorest,-160762,328,urban - eastern cape,1,0,0,1,0,0,0,0,1.0,1.057497,-0.00025653106985287365,-0.0,-0.0
1.057497,Black/African,richer,87189,328,urban - eastern cape,1,0,0,0,0,0,1,0,4.0,4.229988,0.00017289253590821454,0.0,-0.0
0.782739,Black/African,poorer,-68817,329,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.565478,-8.392900578973336e-05,-0.0,-0.0
0.782739,Black/African,middle,22264,329,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.348217,2.202136688266459e-05,-0.0,-0.0
0.782739,Black/African,poorer,-25311,329,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.565478,-8.392900578973336e-05,-0.0,-0.0
0.782739,Black/African,middle,21837,329,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.348217,2.202136688266459e-05,-0.0,-0.0
0.782739,Black/African,middle,9237,329,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.348217,2.202136688266459e-05,-0.0,-0.0
0.782739,Black/African,middle,9237,329,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.348217,2.202136688266459e-05,-0.0,-0.0
0.782739,Black/African,poorer,-47032,329,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.565478,-8.392900578973336e-05,-0.0,-0.0
0.782739,Black/African,poorer,-47032,329,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.565478,-8.392900578973336e-05,-0.0,-0.0
0.782739,Black/African,poorer,-64622,329,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.565478,-8.392900578973336e-05,-0.0,-0.0
0.782739,Black/African,poorer,-64622,329,traditional - limpopo,1,0,0,0,1,0,0,0,2.0,1.565478,-8.392900578973336e-05,-0.0,-0.0
0.782739,Black/African,middle,30824,329,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.348217,2.202136688266459e-05,-0.0,-0.0
0.782739,Black/African,middle,30824,329,traditional - limpopo,1,0,0,0,0,1,0,0,3.0,2.348217,2.202136688266459e-05,-0.0,-0.0
0.782739,Black/African,poorest,-127470,329,traditional - limpopo,1,0,0,1,0,0,0,0,1.0,0.782739,-0.0001898793784621313,-0.0,-0.0
