sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Banda,ethnicity_Gbaya,ethnicity_Hausa,ethnicity_Mandja,ethnicity_Mboum,ethnicity_Ngbaka/Bantou,ethnicity_Sara,ethnicity_Yakoma/Sango,ethnicity_Zandé/Nzakara,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5,IF_6,IF_7,IF_8
1.2959060441761947,Mandja,richer,0.040583975300160335,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0,0.0,0.0,0.0013079683158155812,0.0,0.0,0.0
1.2959060441761947,Mandja,richer,0.040583975300160335,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0,0.0,0.0,0.0013079683158155812,0.0,0.0,0.0
1.2959060441761947,Mandja,richer,0.040583975300160335,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0,0.0,0.0,0.0013079683158155812,0.0,0.0,0.0
1.2959060441761947,Ngbaka/Bantou,richer,0.180912743541073,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007245612013820638,0.0
1.2959060441761947,Ngbaka/Bantou,richer,0.180912743541073,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007245612013820638,0.0
1.2959060441761947,Hausa,richer,-0.1935849882994265,4.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001000096405708252
1.2959060441761947,Hausa,richer,-0.1935849882994265,4.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001000096405708252
1.2959060441761947,Gbaya,richer,-0.15061212480606645,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0004993118965843652,0.0,0.0,0.0,0.0,0.0,0.0
1.2959060441761947,Gbaya,richer,-0.08271125935192591,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0004993118965843652,0.0,0.0,0.0,0.0,0.0,0.0
1.2959060441761947,Gbaya,richer,-0.08271125935192591,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0004993118965843652,0.0,0.0,0.0,0.0,0.0,0.0
1.2959060441761947,Ngbaka/Bantou,richest,0.37375807768511093,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.4795302208809735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026665040729857837,0.0
1.2959060441761947,Gbaya,richer,-0.08953266817180816,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0004993118965843652,0.0,0.0,0.0,0.0,0.0,0.0
0.9565020802252868,Banda,richest,0.689468782957791,5.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,4.782510401126434,0.0,0.0,0.0,0.0,0.0011186483932479451,0.0,0.0,0.0,0.0
0.9565020802252868,Yakoma/Sango,richest,0.7690633556683928,5.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.782510401126434,0.0,0.0,0.0,0.0,0.0,0.0,0.0017664668476544889,0.0,0.0
0.9565020802252868,Yakoma/Sango,richest,0.7690633556683928,5.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.782510401126434,0.0,0.0,0.0,0.0,0.0,0.0,0.0017664668476544889,0.0,0.0
0.9565020802252868,Yakoma/Sango,richest,0.7690633556683928,5.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.782510401126434,0.0,0.0,0.0,0.0,0.0,0.0,0.0017664668476544889,0.0,0.0
