sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Jordanian,ethnicity_Syrian,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1
0.326521,Jordanian,richer,65146,642,17,1,0,0,0,0,1,0,4.0,1.306084,0.0,2.367443237353734e-05
0.326521,Jordanian,richest,127445,642,17,1,0,0,0,0,0,1,5.0,1.632605,0.0,4.925591959298869e-05
0.326521,Jordanian,richer,59532,642,17,1,0,0,0,0,1,0,4.0,1.306084,0.0,2.367443237353734e-05
0.326521,Jordanian,poorer,-14364,642,17,1,0,0,1,0,0,0,2.0,0.653042,0.0,-2.7488542065365354e-05
0.326521,Jordanian,middle,27539,642,17,1,0,0,0,1,0,0,3.0,0.979563,0.0,-1.907054845914008e-06
0.326521,Jordanian,middle,43291,642,17,1,0,0,0,1,0,0,3.0,0.979563,0.0,-1.907054845914008e-06
0.326521,Syrian,poorer,-15096,642,17,0,1,0,1,0,0,0,2.0,0.653042,9.075602014505087e-05,-0.0
0.326521,Jordanian,poorer,6422,642,17,1,0,0,1,0,0,0,2.0,0.653042,0.0,-2.7488542065365354e-05
0.326521,Syrian,poorest,-18234,642,17,0,1,1,0,0,0,0,1.0,0.326521,-0.00016901941584833977,-0.0
0.247708,Jordanian,poorer,3752,643,17,1,0,0,1,0,0,0,2.0,0.495416,0.0,-2.085357994716273e-05
0.247708,Jordanian,poorer,5328,643,17,1,0,0,1,0,0,0,2.0,0.495416,0.0,-2.085357994716273e-05
0.247708,Jordanian,middle,28305,643,17,1,0,0,0,1,0,0,3.0,0.743124,0.0,-1.4467453602422725e-06
0.247708,Jordanian,middle,35619,643,17,1,0,0,0,1,0,0,3.0,0.743124,0.0,-1.4467453602422725e-06
0.247708,Jordanian,richer,59277,643,17,1,0,0,0,0,1,0,4.0,0.990832,0.0,1.7960089226678184e-05
0.247708,Jordanian,richest,90054,643,17,1,0,0,0,0,0,1,5.0,1.23854,0.0,3.7366923813598645e-05
0.247708,Jordanian,poorer,14652,643,17,1,0,0,1,0,0,0,2.0,0.495416,0.0,-2.085357994716273e-05
0.247708,Jordanian,richer,74271,643,17,1,0,0,0,0,1,0,4.0,0.990832,0.0,1.7960089226678184e-05
0.247708,Jordanian,poorest,-37772,643,17,1,0,1,0,0,0,0,1.0,0.247708,-0.0,-4.0260414534083184e-05
0.247708,Jordanian,poorer,-3925,643,17,1,0,0,1,0,0,0,2.0,0.495416,0.0,-2.085357994716273e-05
0.247708,Jordanian,middle,20314,643,17,1,0,0,0,1,0,0,3.0,0.743124,0.0,-1.4467453602422725e-06
0.247708,Jordanian,poorer,14028,643,17,1,0,0,1,0,0,0,2.0,0.495416,0.0,-2.085357994716273e-05
0.319487,Jordanian,poorest,-55215,644,17,1,0,1,0,0,0,0,1.0,0.319487,-0.0,-5.192678096085163e-05
0.319487,Jordanian,poorest,-21364,644,17,1,0,1,0,0,0,0,1.0,0.319487,-0.0,-5.192678096085163e-05
0.319487,Jordanian,middle,16944,644,17,1,0,0,0,1,0,0,3.0,0.958461,0.0,-1.865972576209581e-06
0.319487,Jordanian,poorer,-10482,644,17,1,0,0,1,0,0,0,2.0,0.638974,0.0,-2.6896376768530604e-05
0.319487,Jordanian,middle,44619,644,17,1,0,0,0,1,0,0,3.0,0.958461,0.0,-1.865972576209581e-06
0.319487,Jordanian,richer,50420,644,17,1,0,0,0,0,1,0,4.0,1.277948,0.0,2.316443161611144e-05
0.319487,Jordanian,richer,74022,644,17,1,0,0,0,0,1,0,4.0,1.277948,0.0,2.316443161611144e-05
0.319487,Jordanian,middle,41080,644,17,1,0,0,0,1,0,0,3.0,0.958461,0.0,-1.865972576209581e-06
0.319487,Jordanian,middle,22810,644,17,1,0,0,0,1,0,0,3.0,0.958461,0.0,-1.865972576209581e-06
0.319487,Jordanian,poorer,-4366,644,17,1,0,0,1,0,0,0,2.0,0.638974,0.0,-2.6896376768530604e-05
0.319487,Jordanian,middle,36534,644,17,1,0,0,0,1,0,0,3.0,0.958461,0.0,-1.865972576209581e-06
0.319487,Jordanian,middle,35825,644,17,1,0,0,0,1,0,0,3.0,0.958461,0.0,-1.865972576209581e-06
0.319487,Jordanian,middle,16904,644,17,1,0,0,0,1,0,0,3.0,0.958461,0.0,-1.865972576209581e-06
0.253809,Jordanian,middle,41922,645,17,1,0,0,0,1,0,0,3.0,0.7614270000000001,0.0,-1.4823784178861036e-06
0.253809,Jordanian,richer,54519,645,17,1,0,0,0,0,1,0,4.0,1.015236,0.0,1.8402442741187056e-05
0.253809,Jordanian,poorest,-16742,645,17,1,0,1,0,0,0,0,1.0,0.253809,-0.0,-4.125202073603242e-05
0.253809,Jordanian,poorer,-13480,645,17,1,0,0,1,0,0,0,2.0,0.507618,0.0,-2.1367199576959265e-05
0.253809,Jordanian,richer,56862,645,17,1,0,0,0,0,1,0,4.0,1.015236,0.0,1.8402442741187056e-05
0.253809,Jordanian,poorer,12521,645,17,1,0,0,1,0,0,0,2.0,0.507618,0.0,-2.1367199576959265e-05
0.253809,Jordanian,middle,45834,645,17,1,0,0,0,1,0,0,3.0,0.7614270000000001,0.0,-1.4823784178861036e-06
0.253809,Jordanian,richer,59078,645,17,1,0,0,0,0,1,0,4.0,1.015236,0.0,1.8402442741187056e-05
0.253809,Jordanian,middle,23468,645,17,1,0,0,0,1,0,0,3.0,0.7614270000000001,0.0,-1.4823784178861036e-06
0.253809,Jordanian,poorer,-1428,645,17,1,0,0,1,0,0,0,2.0,0.507618,0.0,-2.1367199576959265e-05
0.253809,Jordanian,poorer,-1428,645,17,1,0,0,1,0,0,0,2.0,0.507618,0.0,-2.1367199576959265e-05
0.253809,Jordanian,middle,27441,645,17,1,0,0,0,1,0,0,3.0,0.7614270000000001,0.0,-1.4823784178861036e-06
0.253809,Jordanian,poorest,-28523,645,17,1,0,1,0,0,0,0,1.0,0.253809,-0.0,-4.125202073603242e-05
0.253809,Jordanian,poorer,2826,645,17,1,0,0,1,0,0,0,2.0,0.507618,0.0,-2.1367199576959265e-05
0.253809,Jordanian,richer,63392,645,17,1,0,0,0,0,1,0,4.0,1.015236,0.0,1.8402442741187056e-05
0.253809,Jordanian,poorer,-3990,645,17,1,0,0,1,0,0,0,2.0,0.507618,0.0,-2.1367199576959265e-05
0.302482,Jordanian,richest,136801,646,17,1,0,0,0,0,0,1,5.0,1.5124099999999998,0.0,4.5629619749805985e-05
0.302482,Jordanian,poorer,-5627,646,17,1,0,0,1,0,0,0,2.0,0.604964,0.0,-2.5464791486660407e-05
0.302482,Jordanian,poorer,-14791,646,17,1,0,0,1,0,0,0,2.0,0.604964,0.0,-2.5464791486660407e-05
0.302482,Jordanian,richest,88559,646,17,1,0,0,0,0,0,1,5.0,1.5124099999999998,0.0,4.5629619749805985e-05
0.302482,Jordanian,poorer,-14823,646,17,1,0,0,1,0,0,0,2.0,0.604964,0.0,-2.5464791486660407e-05
0.302482,Jordanian,richer,56020,646,17,1,0,0,0,0,1,0,4.0,1.209928,0.0,2.193148267098386e-05
0.302482,Jordanian,poorer,9194,646,17,1,0,0,1,0,0,0,2.0,0.604964,0.0,-2.5464791486660407e-05
0.302482,Jordanian,middle,36595,646,17,1,0,0,0,1,0,0,3.0,0.907446,0.0,-1.7666544078382734e-06
0.302482,Jordanian,richer,60749,646,17,1,0,0,0,0,1,0,4.0,1.209928,0.0,2.193148267098386e-05
0.302482,Jordanian,middle,24591,646,17,1,0,0,0,1,0,0,3.0,0.907446,0.0,-1.7666544078382734e-06
0.302482,Jordanian,middle,24591,646,17,1,0,0,0,1,0,0,3.0,0.907446,0.0,-1.7666544078382734e-06
0.302482,Jordanian,middle,29630,646,17,1,0,0,0,1,0,0,3.0,0.907446,0.0,-1.7666544078382734e-06
0.302482,Jordanian,middle,28207,646,17,1,0,0,0,1,0,0,3.0,0.907446,0.0,-1.7666544078382734e-06
0.302482,Jordanian,middle,35840,646,17,1,0,0,0,1,0,0,3.0,0.907446,0.0,-1.7666544078382734e-06
0.302482,Jordanian,richer,83672,646,17,1,0,0,0,0,1,0,4.0,1.209928,0.0,2.193148267098386e-05
0.302482,Jordanian,richer,76398,646,17,1,0,0,0,0,1,0,4.0,1.209928,0.0,2.193148267098386e-05
0.302482,Jordanian,middle,29361,646,17,1,0,0,0,1,0,0,3.0,0.907446,0.0,-1.7666544078382734e-06
0.215732,Jordanian,poorer,-2807,647,18,1,0,0,1,0,0,0,2.0,0.431464,0.0,-1.8161643988733953e-05
0.215732,Jordanian,middle,30400,647,18,1,0,0,0,1,0,0,3.0,0.647196,0.0,-1.2599886562233998e-06
0.215732,Jordanian,poorer,-10652,647,18,1,0,0,1,0,0,0,2.0,0.431464,0.0,-1.8161643988733953e-05
0.215732,Jordanian,middle,41811,647,18,1,0,0,0,1,0,0,3.0,0.647196,0.0,-1.2599886562233998e-06
0.215732,Jordanian,poorer,-9629,647,18,1,0,0,1,0,0,0,2.0,0.431464,0.0,-1.8161643988733953e-05
0.215732,Jordanian,middle,17580,647,18,1,0,0,0,1,0,0,3.0,0.647196,0.0,-1.2599886562233998e-06
0.215732,Jordanian,poorer,-5808,647,18,1,0,0,1,0,0,0,2.0,0.431464,0.0,-1.8161643988733953e-05
0.215732,Jordanian,poorer,7571,647,18,1,0,0,1,0,0,0,2.0,0.431464,0.0,-1.8161643988733953e-05
0.215732,Jordanian,poorer,-8259,647,18,1,0,0,1,0,0,0,2.0,0.431464,0.0,-1.8161643988733953e-05
0.215732,Jordanian,poorer,2271,647,18,1,0,0,1,0,0,0,2.0,0.431464,0.0,-1.8161643988733953e-05
0.215732,Jordanian,middle,17150,647,18,1,0,0,0,1,0,0,3.0,0.647196,0.0,-1.2599886562233998e-06
0.215732,Jordanian,poorer,16325,647,18,1,0,0,1,0,0,0,2.0,0.431464,0.0,-1.8161643988733953e-05
0.239561,Jordanian,poorer,-8522,648,18,1,0,0,1,0,0,0,2.0,0.479122,0.0,-2.0167715478394926e-05
0.239561,Jordanian,poorer,-6454,648,18,1,0,0,1,0,0,0,2.0,0.479122,0.0,-2.0167715478394926e-05
0.239561,Jordanian,middle,32232,648,18,1,0,0,0,1,0,0,3.0,0.718683,0.0,-1.3991625835459453e-06
0.239561,Jordanian,poorer,-9137,648,18,1,0,0,1,0,0,0,2.0,0.479122,0.0,-2.0167715478394926e-05
0.239561,Jordanian,middle,44301,648,18,1,0,0,0,1,0,0,3.0,0.718683,0.0,-1.3991625835459453e-06
0.239561,Syrian,middle,19370,648,18,0,1,0,0,1,0,0,3.0,0.718683,0.0002571769232728712,-0.0
0.239561,Jordanian,middle,21839,648,18,1,0,0,0,1,0,0,3.0,0.718683,0.0,-1.3991625835459453e-06
0.239561,Jordanian,poorer,-1455,648,18,1,0,0,1,0,0,0,2.0,0.479122,0.0,-2.0167715478394926e-05
0.239561,Jordanian,poorest,-43228,648,18,1,0,1,0,0,0,0,1.0,0.239561,-0.0,-3.8936268373243904e-05
0.239561,Jordanian,poorer,-14784,648,18,1,0,0,1,0,0,0,2.0,0.479122,0.0,-2.0167715478394926e-05
0.239561,Jordanian,poorer,-214,648,18,1,0,0,1,0,0,0,2.0,0.479122,0.0,-2.0167715478394926e-05
0.239561,Jordanian,poorer,-14941,648,18,1,0,0,1,0,0,0,2.0,0.479122,0.0,-2.0167715478394926e-05
0.239561,Jordanian,poorer,-8858,648,18,1,0,0,1,0,0,0,2.0,0.479122,0.0,-2.0167715478394926e-05
0.239561,Jordanian,middle,33109,648,18,1,0,0,0,1,0,0,3.0,0.718683,0.0,-1.3991625835459453e-06
0.239561,Jordanian,poorer,11502,648,18,1,0,0,1,0,0,0,2.0,0.479122,0.0,-2.0167715478394926e-05
0.231746,Jordanian,middle,23326,649,18,1,0,0,0,1,0,0,3.0,0.695238,0.0,-1.3535188619451358e-06
0.231746,Jordanian,poorer,-1880,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,poorer,-10101,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,poorer,8505,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,middle,23036,649,18,1,0,0,0,1,0,0,3.0,0.695238,0.0,-1.3535188619451358e-06
0.231746,Jordanian,poorer,886,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,poorer,-416,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,poorer,295,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,poorer,3287,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,poorer,-1606,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,middle,25125,649,18,1,0,0,0,1,0,0,3.0,0.695238,0.0,-1.3535188619451358e-06
0.231746,Jordanian,poorer,-14220,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,poorer,-4137,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,poorer,-4137,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,poorer,473,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,poorer,-7285,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,poorer,7144,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,poorer,5025,649,18,1,0,0,1,0,0,0,2.0,0.463492,0.0,-1.9509800807544262e-05
0.231746,Jordanian,richer,55884,649,18,1,0,0,0,0,1,0,4.0,0.926984,0.0,1.680276308365399e-05
0.210006,Jordanian,poorer,-8721,650,17,1,0,0,1,0,0,0,2.0,0.420012,0.0,-1.7679594160801652e-05
0.210006,Jordanian,middle,24922,650,17,1,0,0,0,1,0,0,3.0,0.630018,0.0,-1.2265457963531201e-06
0.210006,Jordanian,middle,16555,650,17,1,0,0,0,1,0,0,3.0,0.630018,0.0,-1.2265457963531201e-06
0.210006,Jordanian,poorer,-14048,650,17,1,0,0,1,0,0,0,2.0,0.420012,0.0,-1.7679594160801652e-05
0.210006,Jordanian,poorest,-19185,650,17,1,0,1,0,0,0,0,1.0,0.210006,-0.0,-3.4132642525250186e-05
0.210006,Jordanian,poorer,-13215,650,17,1,0,0,1,0,0,0,2.0,0.420012,0.0,-1.7679594160801652e-05
0.210006,Jordanian,poorer,4692,650,17,1,0,0,1,0,0,0,2.0,0.420012,0.0,-1.7679594160801652e-05
0.210006,Jordanian,poorest,-72550,650,17,1,0,1,0,0,0,0,1.0,0.210006,-0.0,-3.4132642525250186e-05
0.210006,Jordanian,richer,64961,650,17,1,0,0,0,0,1,0,4.0,0.840024,0.0,1.5226502568095412e-05
0.210006,Jordanian,middle,17622,650,17,1,0,0,0,1,0,0,3.0,0.630018,0.0,-1.2265457963531201e-06
0.210006,Jordanian,poorer,-11828,650,17,1,0,0,1,0,0,0,2.0,0.420012,0.0,-1.7679594160801652e-05
0.210006,Jordanian,poorer,-11828,650,17,1,0,0,1,0,0,0,2.0,0.420012,0.0,-1.7679594160801652e-05
0.210006,Jordanian,richer,61457,650,17,1,0,0,0,0,1,0,4.0,0.840024,0.0,1.5226502568095412e-05
0.210006,Jordanian,poorest,-18963,650,17,1,0,1,0,0,0,0,1.0,0.210006,-0.0,-3.4132642525250186e-05
0.210006,Syrian,poorest,-55722,650,17,0,1,1,0,0,0,0,1.0,0.210006,-0.00010870691760911686,-0.0
0.210006,Jordanian,poorer,4332,650,17,1,0,0,1,0,0,0,2.0,0.420012,0.0,-1.7679594160801652e-05
0.239618,Jordanian,poorest,-76260,651,17,1,0,1,0,0,0,0,1.0,0.239618,-0.0,-3.8945532682949055e-05
0.239618,Jordanian,poorest,-16051,651,17,1,0,1,0,0,0,0,1.0,0.239618,-0.0,-3.8945532682949055e-05
0.239618,Jordanian,poorer,-2563,651,17,1,0,0,1,0,0,0,2.0,0.479236,0.0,-2.017251408827829e-05
0.239618,Jordanian,middle,33257,651,17,1,0,0,0,1,0,0,3.0,0.718854,0.0,-1.399495493607525e-06
0.239618,Jordanian,middle,33257,651,17,1,0,0,0,1,0,0,3.0,0.718854,0.0,-1.399495493607525e-06
0.239618,Jordanian,middle,45185,651,17,1,0,0,0,1,0,0,3.0,0.718854,0.0,-1.399495493607525e-06
0.239618,Jordanian,poorer,-9411,651,17,1,0,0,1,0,0,0,2.0,0.479236,0.0,-2.017251408827829e-05
0.239618,Jordanian,middle,38157,651,17,1,0,0,0,1,0,0,3.0,0.718854,0.0,-1.399495493607525e-06
0.239618,Syrian,poorest,-47514,651,17,0,1,1,0,0,0,0,1.0,0.239618,-0.00012403519034532998,-0.0
0.239618,Jordanian,middle,24370,651,17,1,0,0,0,1,0,0,3.0,0.718854,0.0,-1.399495493607525e-06
0.239618,Jordanian,richer,65524,651,17,1,0,0,0,0,1,0,4.0,0.958472,0.0,1.737352310106324e-05
0.239618,Jordanian,middle,32466,651,17,1,0,0,0,1,0,0,3.0,0.718854,0.0,-1.399495493607525e-06
0.239618,Jordanian,richer,66802,651,17,1,0,0,0,0,1,0,4.0,0.958472,0.0,1.737352310106324e-05
0.239618,Jordanian,middle,19880,651,17,1,0,0,0,1,0,0,3.0,0.718854,0.0,-1.399495493607525e-06
0.239618,Jordanian,middle,24700,651,17,1,0,0,0,1,0,0,3.0,0.718854,0.0,-1.399495493607525e-06
0.239618,Jordanian,poorest,-43969,651,17,1,0,1,0,0,0,0,1.0,0.239618,-0.0,-3.8945532682949055e-05
0.239618,Jordanian,poorer,6800,651,17,1,0,0,1,0,0,0,2.0,0.479236,0.0,-2.017251408827829e-05
0.268108,Jordanian,poorer,5919,652,17,1,0,0,1,0,0,0,2.0,0.536216,0.0,-2.2570977168577136e-05
0.268108,Jordanian,poorest,-28976,652,17,1,0,1,0,0,0,0,1.0,0.268108,-0.0,-4.35760622180308e-05
0.268108,Jordanian,poorer,-13519,652,17,1,0,0,1,0,0,0,2.0,0.536216,0.0,-2.2570977168577136e-05
0.268108,Jordanian,poorer,11907,652,17,1,0,0,1,0,0,0,2.0,0.536216,0.0,-2.2570977168577136e-05
0.268108,Jordanian,poorer,5713,652,17,1,0,0,1,0,0,0,2.0,0.536216,0.0,-2.2570977168577136e-05
0.268108,Jordanian,middle,17843,652,17,1,0,0,0,1,0,0,3.0,0.804324,0.0,-1.5658921191234646e-06
0.268108,Jordanian,middle,29424,652,17,1,0,0,0,1,0,0,3.0,0.804324,0.0,-1.5658921191234646e-06
0.268108,Jordanian,poorer,-14055,652,17,1,0,0,1,0,0,0,2.0,0.536216,0.0,-2.2570977168577136e-05
0.268108,Jordanian,poorer,-11521,652,17,1,0,0,1,0,0,0,2.0,0.536216,0.0,-2.2570977168577136e-05
0.268108,Jordanian,poorer,-13455,652,17,1,0,0,1,0,0,0,2.0,0.536216,0.0,-2.2570977168577136e-05
0.268108,Jordanian,poorer,14991,652,17,1,0,0,1,0,0,0,2.0,0.536216,0.0,-2.2570977168577136e-05
0.268108,Jordanian,richest,132012,652,17,1,0,0,0,0,0,1,5.0,1.34054,0.0,4.044427797978388e-05
0.268108,Jordanian,poorest,-37973,652,17,1,0,1,0,0,0,0,1.0,0.268108,-0.0,-4.35760622180308e-05
0.268108,Syrian,poorer,-4406,652,17,0,1,0,1,0,0,0,2.0,0.536216,7.452021477653596e-05,-0.0
0.268108,Jordanian,richer,68133,652,17,1,0,0,0,0,1,0,4.0,1.072432,0.0,1.9439192930330204e-05
0.278646,Jordanian,middle,46051,653,17,1,0,0,0,1,0,0,3.0,0.8359380000000001,0.0,-1.627439596823955e-06
0.278646,Jordanian,middle,29240,653,17,1,0,0,0,1,0,0,3.0,0.8359380000000001,0.0,-1.627439596823955e-06
0.278646,Jordanian,middle,24695,653,17,1,0,0,0,1,0,0,3.0,0.8359380000000001,0.0,-1.627439596823955e-06
0.278646,Jordanian,poorer,12241,653,17,1,0,0,1,0,0,0,2.0,0.557292,0.0,-2.34581306940313e-05
0.278646,Jordanian,middle,31529,653,17,1,0,0,0,1,0,0,3.0,0.8359380000000001,0.0,-1.627439596823955e-06
0.278646,Jordanian,richer,57019,653,17,1,0,0,0,0,1,0,4.0,1.114584,0.0,2.020325150038339e-05
0.278646,Jordanian,poorer,10604,653,17,1,0,0,1,0,0,0,2.0,0.557292,0.0,-2.34581306940313e-05
0.278646,Jordanian,richer,67863,653,17,1,0,0,0,0,1,0,4.0,1.114584,0.0,2.020325150038339e-05
0.278646,Jordanian,middle,17091,653,17,1,0,0,0,1,0,0,3.0,0.8359380000000001,0.0,-1.627439596823955e-06
0.278646,Jordanian,middle,17091,653,17,1,0,0,0,1,0,0,3.0,0.8359380000000001,0.0,-1.627439596823955e-06
0.278646,Jordanian,poorest,-16529,653,17,1,0,1,0,0,0,0,1.0,0.278646,-0.0,-4.528882179123865e-05
0.278646,Jordanian,poorer,-7603,653,17,1,0,0,1,0,0,0,2.0,0.557292,0.0,-2.34581306940313e-05
0.278646,Jordanian,richer,72338,653,17,1,0,0,0,0,1,0,4.0,1.114584,0.0,2.020325150038339e-05
0.278646,Syrian,poorest,-39426,653,17,0,1,1,0,0,0,0,1.0,0.278646,-0.00014423753494714428,-0.0
0.278646,Jordanian,poorest,-29008,653,17,1,0,1,0,0,0,0,1.0,0.278646,-0.0,-4.528882179123865e-05
0.316199,Jordanian,middle,23453,654,17,1,0,0,0,1,0,0,3.0,0.948597,0.0,-1.846768922131083e-06
0.316199,Jordanian,poorest,-35116,654,17,1,0,1,0,0,0,0,1.0,0.316199,-0.0,-5.139237656943889e-05
0.316199,Jordanian,poorest,-36844,654,17,1,0,1,0,0,0,0,1.0,0.316199,-0.0,-5.139237656943889e-05
0.316199,Jordanian,richest,117549,654,17,1,0,0,0,0,0,1,5.0,1.5809950000000002,0.0,4.769883872517673e-05
0.316199,Jordanian,poorer,15062,654,17,1,0,0,1,0,0,0,2.0,0.632398,0.0,-2.661957274578499e-05
0.316199,Syrian,poorest,-57737,654,17,0,1,1,0,0,0,0,1.0,0.316199,-0.0001636763646804622,-0.0
0.316199,Jordanian,middle,24187,654,17,1,0,0,0,1,0,0,3.0,0.948597,0.0,-1.846768922131083e-06
0.316199,Jordanian,poorer,-10237,654,17,1,0,0,1,0,0,0,2.0,0.632398,0.0,-2.661957274578499e-05
0.316199,Jordanian,poorer,3588,654,17,1,0,0,1,0,0,0,2.0,0.632398,0.0,-2.661957274578499e-05
0.316199,Jordanian,richer,49208,654,17,1,0,0,0,0,1,0,4.0,1.264796,0.0,2.292603490152282e-05
0.316199,Jordanian,middle,41966,654,17,1,0,0,0,1,0,0,3.0,0.948597,0.0,-1.846768922131083e-06
0.316199,Jordanian,richer,53909,654,17,1,0,0,0,0,1,0,4.0,1.264796,0.0,2.292603490152282e-05
0.316199,Jordanian,poorer,-2264,654,17,1,0,0,1,0,0,0,2.0,0.632398,0.0,-2.661957274578499e-05
0.316199,Jordanian,poorest,-17527,654,17,1,0,1,0,0,0,0,1.0,0.316199,-0.0,-5.139237656943889e-05
0.316199,Syrian,poorest,-40859,654,17,0,1,1,0,0,0,0,1.0,0.316199,-0.0001636763646804622,-0.0
0.273668,Jordanian,middle,22250,655,17,1,0,0,0,1,0,0,3.0,0.8210040000000001,0.0,-1.5983654514459859e-06
0.273668,Jordanian,middle,17740,655,17,1,0,0,0,1,0,0,3.0,0.8210040000000001,0.0,-1.5983654514459859e-06
0.273668,Jordanian,middle,19620,655,17,1,0,0,0,1,0,0,3.0,0.8210040000000001,0.0,-1.5983654514459859e-06
0.273668,Jordanian,richest,89717,655,17,1,0,0,0,0,0,1,5.0,1.3683400000000001,0.0,4.1283007840763775e-05
0.273668,Jordanian,richer,61233,655,17,1,0,0,0,0,1,0,4.0,1.094672,0.0,1.9842321194658894e-05
0.273668,Jordanian,richer,69448,655,17,1,0,0,0,0,1,0,4.0,1.094672,0.0,1.9842321194658894e-05
0.273668,Jordanian,poorer,2622,655,17,1,0,0,1,0,0,0,2.0,0.547336,0.0,-2.303905209755087e-05
0.273668,Jordanian,richer,47139,655,17,1,0,0,0,0,1,0,4.0,1.094672,0.0,1.9842321194658894e-05
0.273668,Jordanian,middle,27284,655,17,1,0,0,0,1,0,0,3.0,0.8210040000000001,0.0,-1.5983654514459859e-06
0.273668,Jordanian,poorer,-2215,655,17,1,0,0,1,0,0,0,2.0,0.547336,0.0,-2.303905209755087e-05
0.273668,Jordanian,middle,21878,655,17,1,0,0,0,1,0,0,3.0,0.8210040000000001,0.0,-1.5983654514459859e-06
0.273668,Jordanian,middle,33527,655,17,1,0,0,0,1,0,0,3.0,0.8210040000000001,0.0,-1.5983654514459859e-06
0.273668,Jordanian,poorer,3287,655,17,1,0,0,1,0,0,0,2.0,0.547336,0.0,-2.303905209755087e-05
0.273668,Jordanian,poorest,-63832,655,17,1,0,1,0,0,0,0,1.0,0.273668,-0.0,-4.447973874365575e-05
0.273668,Jordanian,middle,36972,655,17,1,0,0,0,1,0,0,3.0,0.8210040000000001,0.0,-1.5983654514459859e-06
0.273668,Syrian,poorest,-52275,655,17,0,1,1,0,0,0,0,1.0,0.273668,-0.0001416607369706189,-0.0
0.273668,Jordanian,richer,51365,655,17,1,0,0,0,0,1,0,4.0,1.094672,0.0,1.9842321194658894e-05
0.273668,Jordanian,middle,45875,655,17,1,0,0,0,1,0,0,3.0,0.8210040000000001,0.0,-1.5983654514459859e-06
0.314644,Jordanian,poorer,-364,656,17,1,0,0,1,0,0,0,2.0,0.629288,0.0,-2.648866330072129e-05
0.314644,Jordanian,poorest,-58956,656,17,1,0,1,0,0,0,0,1.0,0.314644,-0.0,-5.113963969941249e-05
0.314644,Jordanian,middle,29295,656,17,1,0,0,0,1,0,0,3.0,0.943932,0.0,-1.8376869020300901e-06
0.314644,Jordanian,poorer,-10588,656,17,1,0,0,1,0,0,0,2.0,0.629288,0.0,-2.648866330072129e-05
0.314644,Jordanian,poorer,7504,656,17,1,0,0,1,0,0,0,2.0,0.629288,0.0,-2.648866330072129e-05
0.314644,Jordanian,poorest,-44096,656,17,1,0,1,0,0,0,0,1.0,0.314644,-0.0,-5.113963969941249e-05
0.314644,Syrian,poorest,-31864,656,17,0,1,1,0,0,0,0,1.0,0.314644,-0.00016287143883604737,-0.0
0.314644,Jordanian,poorer,11039,656,17,1,0,0,1,0,0,0,2.0,0.629288,0.0,-2.648866330072129e-05
0.314644,Jordanian,poorer,-13264,656,17,1,0,0,1,0,0,0,2.0,0.629288,0.0,-2.648866330072129e-05
0.314644,Jordanian,poorer,14786,656,17,1,0,0,1,0,0,0,2.0,0.629288,0.0,-2.648866330072129e-05
0.314644,Syrian,poorest,-72956,656,17,0,1,1,0,0,0,0,1.0,0.314644,-0.00016287143883604737,-0.0
0.314644,Jordanian,poorer,5904,656,17,1,0,0,1,0,0,0,2.0,0.629288,0.0,-2.648866330072129e-05
0.314644,Jordanian,middle,26531,656,17,1,0,0,0,1,0,0,3.0,0.943932,0.0,-1.8376869020300901e-06
0.314644,Jordanian,poorer,5942,656,17,1,0,0,1,0,0,0,2.0,0.629288,0.0,-2.648866330072129e-05
0.314644,Jordanian,poorer,5673,656,17,1,0,0,1,0,0,0,2.0,0.629288,0.0,-2.648866330072129e-05
0.314644,Jordanian,poorer,5673,656,17,1,0,0,1,0,0,0,2.0,0.629288,0.0,-2.648866330072129e-05
