sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Etrangers(Non Congolais),ethnicity_Kongo,ethnicity_Mbetis,ethnicity_Mbosi,ethnicity_Sangha-Likouala,ethnicity_Tekes,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5
0.1584049925907543,Kongo,poorer,0.29948896656792723,6.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.3168099851815086,-0.0,-0.0,-0.0,-3.1579761176069614e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorer,0.29948896656792723,6.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.3168099851815086,-0.0,-0.0,-0.0,-3.1579761176069614e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorer,-0.3651115399793285,6.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.3168099851815086,-0.0,-0.0,-0.0,-3.1579761176069614e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorer,-0.3651115399793285,6.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.3168099851815086,-0.0,-0.0,-0.0,-3.1579761176069614e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorer,0.22574842517468208,6.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.3168099851815086,-0.0,-0.0,-0.0,-3.1579761176069614e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorer,0.22574842517468208,6.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.3168099851815086,-0.0,-0.0,-0.0,-3.1579761176069614e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorer,0.27030338662893794,6.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.3168099851815086,-0.0,-0.0,-0.0,-3.1579761176069614e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorer,0.27030338662893794,6.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.3168099851815086,-0.0,-0.0,-0.0,-3.1579761176069614e-05,-0.0,-0.0
0.1584049925907543,Tekes,poorest,-0.600991873808269,6.0,2.0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.1584049925907543,-0.0,-0.0,-0.00021203413316633684,-0.0,-0.0,-0.0
0.1584049925907543,Tekes,poorer,-0.5179928038248324,6.0,2.0,0,0,0,0,0,1,0,1,0,0,0,2.0,0.3168099851815086,-0.0,-0.0,-0.00010663110649223712,-0.0,-0.0,-0.0
0.1584049925907543,Kongo,poorest,-0.7842054715774848,6.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.1584049925907543,-0.0,-0.0,-0.0,-5.7261912990506804e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorest,-0.7842054715774848,6.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.1584049925907543,-0.0,-0.0,-0.0,-5.7261912990506804e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorest,-0.7842054715774848,6.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.1584049925907543,-0.0,-0.0,-0.0,-5.7261912990506804e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorest,-0.7842054715774848,6.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.1584049925907543,-0.0,-0.0,-0.0,-5.7261912990506804e-05,-0.0,-0.0
0.29430927600668555,Kongo,poorest,-0.7225184287205921,7.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.29430927600668555,-0.0,-0.0,-0.0,-0.00010639003152213481,-0.0,-0.0
0.29430927600668555,Kongo,poorest,-0.7225184287205921,7.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.29430927600668555,-0.0,-0.0,-0.0,-0.00010639003152213481,-0.0,-0.0
